date,state,total_enrollments,male_enrollments,female_enrollments,child_enrollments,adult_enrollments,senior_enrollments,center_type
2024-08-16,Mizoram,624,311,312,156,343,124,Permanent
2024-08-16,Nagaland,770,390,380,192,424,154,Temporary
2024-08-16,Odisha,613,317,295,153,337,122,Permanent
2024-08-16,Punjab,281,137,144,70,155,56,Permanent
2024-08-16,Rajasthan,774,386,387,193,425,154,Temporary
2024-08-16,Sikkim,414,206,208,103,228,82,Temporary
2024-08-16,Tamil Nadu,870,426,444,217,478,174,Permanent
2024-08-16,Telangana,637,323,314,159,350,127,Temporary
2024-08-16,Tripura,331,170,161,82,182,66,Permanent
2024-08-16,Uttar Pradesh,552,265,287,138,304,110,Permanent
2024-08-16,Uttarakhand,626,307,318,156,344,125,Permanent
2024-08-16,West Bengal,425,217,207,106,233,85,Permanent
2024-08-16,Delhi,475,230,244,118,261,95,Permanent
2024-08-16,Jammu and Kashmir,249,121,128,62,137,49,Permanent
2024-08-17,Andhra Pradesh,315,157,157,78,173,63,Permanent
2024-08-17,Arunachal Pradesh,126,61,64,31,69,25,Temporary
2024-08-17,Assam,141,70,70,35,77,28,Permanent
2024-08-17,Bihar,133,65,68,33,73,26,Permanent
2024-08-17,Chhattisgarh,294,149,144,73,161,58,Permanent
2024-08-17,Goa,355,177,177,88,195,71,Permanent
2024-08-17,Gujarat,260,129,131,65,143,52,Permanent
2024-08-17,Haryana,173,84,89,43,95,34,Temporary
2024-08-17,Himachal Pradesh,421,215,205,105,231,84,Temporary
2024-08-17,Jharkhand,244,120,123,61,134,48,Permanent
2024-08-17,Karnataka,170,87,82,42,93,34,Permanent
2024-08-17,Kerala,312,152,160,78,171,62,Temporary
2024-08-17,Madhya Pradesh,309,150,159,77,170,61,Permanent
2024-08-17,Maharashtra,380,183,197,95,209,76,Temporary
2024-08-17,Manipur,338,166,172,84,186,67,Permanent
2024-08-17,Meghalaya,455,234,220,113,250,91,Permanent
2024-08-17,Mizoram,432,222,210,108,237,86,Permanent
2024-08-17,Nagaland,317,164,152,79,174,63,Permanent
2024-08-17,Odisha,353,176,177,88,194,70,Permanent
2024-08-17,Punjab,452,226,225,113,248,90,Permanent
2024-08-17,Rajasthan,381,186,194,95,209,76,Temporary
2024-08-17,Sikkim,353,176,177,88,194,70,Permanent
2024-08-17,Tamil Nadu,332,160,171,83,182,66,Permanent
2024-08-17,Telangana,425,215,209,106,234,85,Permanent
2024-08-17,Tripura,152,76,76,38,83,30,Permanent
2024-08-17,Uttar Pradesh,397,197,200,99,218,79,Permanent
2024-08-17,Uttarakhand,417,207,209,104,229,83,Temporary
2024-08-17,West Bengal,180,91,89,45,99,36,Temporary
2024-08-17,Delhi,234,120,114,58,129,46,Permanent
2024-08-17,Jammu and Kashmir,160,78,82,40,88,32,Permanent
2024-08-18,Andhra Pradesh,243,119,124,60,134,48,Permanent
2024-08-18,Arunachal Pradesh,452,219,232,113,248,90,Permanent
2024-08-18,Assam,214,111,103,53,118,42,Permanent
2024-08-18,Bihar,165,85,79,41,91,33,Temporary
2024-08-18,Chhattisgarh,192,93,98,48,105,38,Permanent
2024-08-18,Goa,135,67,67,33,74,27,Permanent
2024-08-18,Gujarat,466,235,230,116,256,93,Permanent
2024-08-18,Haryana,243,126,117,60,134,48,Permanent
2024-08-18,Himachal Pradesh,166,84,81,41,91,33,Permanent
2024-08-18,Jharkhand,310,151,159,77,170,62,Permanent
2024-08-18,Karnataka,156,76,79,39,85,31,Temporary
2024-08-18,Kerala,460,233,227,115,253,92,Permanent
2024-08-18,Madhya Pradesh,310,149,161,77,170,62,Temporary
2024-08-18,Maharashtra,443,218,225,110,243,88,Permanent
2024-08-18,Manipur,167,82,84,41,92,33,Permanent
2024-08-18,Meghalaya,300,155,144,75,165,60,Permanent
2024-08-18,Mizoram,425,220,204,106,234,85,Temporary
2024-08-18,Nagaland,243,119,124,60,134,48,Permanent
2024-08-18,Odisha,132,67,64,33,72,26,Permanent
2024-08-18,Punjab,329,165,164,82,181,65,Permanent
2024-08-18,Rajasthan,175,91,84,43,96,35,Temporary
2024-08-18,Sikkim,263,126,137,65,145,52,Permanent
2024-08-18,Tamil Nadu,149,76,72,37,82,29,Permanent
2024-08-18,Telangana,277,138,139,69,152,55,Temporary
2024-08-18,Tripura,191,97,94,47,105,38,Permanent
2024-08-18,Uttar Pradesh,446,229,217,111,245,89,Permanent
2024-08-18,Uttarakhand,441,223,218,110,242,88,Temporary
2024-08-18,West Bengal,461,222,239,115,253,92,Permanent
2024-08-18,Delhi,335,164,171,83,184,67,Permanent
2024-08-18,Jammu and Kashmir,125,61,64,31,68,25,Permanent
2024-08-19,Andhra Pradesh,642,314,327,160,353,128,Permanent
2024-08-19,Arunachal Pradesh,539,270,269,134,296,107,Permanent
2024-08-19,Assam,334,165,168,83,184,66,Permanent
2024-08-19,Bihar,558,275,282,139,307,111,Permanent
2024-08-19,Chhattisgarh,385,196,189,96,212,77,Permanent
2024-08-19,Goa,387,188,199,96,213,77,Permanent
2024-08-19,Gujarat,253,126,126,63,139,50,Permanent
2024-08-19,Haryana,601,290,311,150,330,120,Permanent
2024-08-19,Himachal Pradesh,848,425,422,212,466,169,Permanent
2024-08-19,Jharkhand,606,306,300,151,333,121,Permanent
2024-08-19,Karnataka,607,308,299,151,334,121,Permanent
2024-08-19,Kerala,366,179,187,91,201,73,Temporary
2024-08-19,Madhya Pradesh,277,135,142,69,152,55,Temporary
2024-08-19,Maharashtra,386,199,186,96,212,77,Permanent
2024-08-19,Manipur,627,309,317,156,344,125,Permanent
2024-08-19,Meghalaya,691,337,354,172,380,138,Permanent
2024-08-19,Mizoram,210,106,103,52,115,42,Temporary
2024-08-19,Nagaland,515,252,262,128,283,103,Permanent
2024-08-19,Odisha,454,218,236,113,250,90,Temporary
2024-08-19,Punjab,713,344,369,178,392,142,Temporary
2024-08-19,Rajasthan,705,351,353,176,387,141,Permanent
2024-08-19,Sikkim,446,216,230,111,245,89,Permanent
2024-08-19,Tamil Nadu,783,381,402,195,431,156,Temporary
2024-08-19,Telangana,477,246,231,119,262,95,Permanent
2024-08-19,Tripura,718,360,358,179,395,143,Temporary
2024-08-19,Uttar Pradesh,306,159,147,76,168,61,Permanent
2024-08-19,Uttarakhand,824,399,425,206,453,164,Temporary
2024-08-19,West Bengal,623,311,311,155,342,124,Temporary
2024-08-19,Delhi,656,326,329,164,360,131,Permanent
2024-08-19,Jammu and Kashmir,477,241,235,119,262,95,Permanent
2024-08-20,Andhra Pradesh,689,333,356,172,379,137,Permanent
2024-08-20,Arunachal Pradesh,204,105,99,51,112,40,Permanent
2024-08-20,Assam,644,332,312,161,354,128,Permanent
2024-08-20,Bihar,550,285,265,137,302,110,Permanent
2024-08-20,Chhattisgarh,605,305,299,151,333,121,Permanent
2024-08-20,Goa,298,145,152,74,163,59,Temporary
2024-08-20,Gujarat,329,168,160,82,181,65,Temporary
2024-08-20,Haryana,685,347,337,171,376,137,Temporary
2024-08-20,Himachal Pradesh,390,193,197,97,214,78,Permanent
2024-08-20,Jharkhand,373,180,193,93,205,74,Temporary
2024-08-20,Karnataka,470,241,229,117,258,94,Permanent
2024-08-20,Kerala,686,356,330,171,377,137,Temporary
2024-08-20,Madhya Pradesh,343,167,176,85,189,68,Permanent
2024-08-20,Maharashtra,225,113,111,56,124,45,Permanent
2024-08-20,Manipur,540,275,265,135,297,108,Permanent
2024-08-20,Meghalaya,357,174,182,89,196,71,Temporary
2024-08-20,Mizoram,752,363,388,188,413,150,Permanent
2024-08-20,Nagaland,431,214,216,107,237,86,Permanent
2024-08-20,Odisha,224,112,111,56,123,44,Permanent
2024-08-20,Punjab,405,197,208,101,223,81,Permanent
2024-08-20,Rajasthan,472,231,241,118,260,94,Temporary
2024-08-20,Sikkim,375,190,185,93,206,75,Temporary
2024-08-20,Tamil Nadu,667,324,343,166,367,133,Permanent
2024-08-20,Telangana,558,287,270,139,306,111,Temporary
2024-08-20,Tripura,647,318,329,161,356,129,Permanent
2024-08-20,Uttar Pradesh,220,113,106,55,121,44,Permanent
2024-08-20,Uttarakhand,356,175,180,89,196,71,Permanent
2024-08-20,West Bengal,323,162,161,80,177,64,Temporary
2024-08-20,Delhi,700,339,360,175,385,140,Temporary
2024-08-20,Jammu and Kashmir,619,309,310,154,340,123,Permanent
2024-08-21,Andhra Pradesh,609,302,306,152,335,121,Permanent
2024-08-21,Arunachal Pradesh,586,287,298,146,322,117,Temporary
2024-08-21,Assam,670,322,348,167,368,134,Permanent
2024-08-21,Bihar,417,215,202,104,229,83,Temporary
2024-08-21,Chhattisgarh,354,170,184,88,195,70,Permanent
2024-08-21,Goa,672,327,344,168,369,134,Permanent
2024-08-21,Gujarat,476,244,231,119,262,95,Permanent
2024-08-21,Haryana,860,414,445,215,473,172,Permanent
2024-08-21,Himachal Pradesh,630,318,311,157,346,126,Permanent
2024-08-21,Jharkhand,301,145,155,75,165,60,Permanent
2024-08-21,Karnataka,434,217,216,108,238,86,Permanent
2024-08-21,Kerala,449,217,231,112,246,89,Permanent
2024-08-21,Madhya Pradesh,193,95,97,48,106,38,Permanent
2024-08-21,Maharashtra,712,355,357,178,392,142,Permanent
2024-08-21,Manipur,546,276,269,136,300,109,Permanent
2024-08-21,Meghalaya,211,107,104,52,116,42,Temporary
2024-08-21,Mizoram,219,108,111,54,120,43,Permanent
2024-08-21,Nagaland,509,249,260,127,280,101,Permanent
2024-08-21,Odisha,396,198,197,99,217,79,Permanent
2024-08-21,Punjab,405,207,197,101,223,81,Temporary
2024-08-21,Rajasthan,733,361,371,183,403,146,Permanent
2024-08-21,Sikkim,615,305,310,153,338,123,Permanent
2024-08-21,Tamil Nadu,566,276,289,141,311,113,Permanent
2024-08-21,Telangana,604,308,296,151,332,120,Permanent
2024-08-21,Tripura,278,141,137,69,153,55,Permanent
2024-08-21,Uttar Pradesh,499,253,246,124,274,99,Permanent
2024-08-21,Uttarakhand,279,142,137,69,153,55,Permanent
2024-08-21,West Bengal,322,157,164,80,177,64,Permanent
2024-08-21,Delhi,231,115,115,57,127,46,Permanent
2024-08-21,Jammu and Kashmir,483,239,244,120,266,96,Permanent
2024-08-22,Andhra Pradesh,623,306,316,155,342,124,Temporary
2024-08-22,Arunachal Pradesh,407,196,211,101,224,81,Permanent
2024-08-22,Assam,544,277,266,136,299,108,Temporary
2024-08-22,Bihar,365,187,178,91,200,73,Permanent
2024-08-22,Chhattisgarh,320,160,160,80,176,64,Permanent
2024-08-22,Goa,210,103,106,52,115,42,Permanent
2024-08-22,Gujarat,536,269,266,134,294,107,Permanent
2024-08-22,Haryana,343,173,169,85,189,68,Permanent
2024-08-22,Himachal Pradesh,545,281,263,136,299,109,Temporary
2024-08-22,Jharkhand,471,240,231,117,259,94,Permanent
2024-08-22,Karnataka,596,292,303,149,328,119,Permanent
2024-08-22,Kerala,688,334,353,172,378,137,Permanent
2024-08-22,Madhya Pradesh,397,201,195,99,218,79,Permanent
2024-08-22,Maharashtra,714,365,349,178,393,142,Temporary
2024-08-22,Manipur,748,388,360,187,411,149,Permanent
2024-08-22,Meghalaya,562,285,276,140,309,112,Permanent
2024-08-22,Mizoram,383,194,189,95,211,76,Permanent
2024-08-22,Nagaland,478,240,237,119,263,95,Temporary
2024-08-22,Odisha,299,151,148,74,164,59,Permanent
2024-08-22,Punjab,543,277,266,135,299,108,Temporary
2024-08-22,Rajasthan,426,215,210,106,234,85,Temporary
2024-08-22,Sikkim,636,326,309,159,350,127,Permanent
2024-08-22,Tamil Nadu,512,257,255,128,281,102,Temporary
2024-08-22,Telangana,342,167,175,85,188,68,Permanent
2024-08-22,Tripura,257,128,129,64,141,51,Permanent
2024-08-22,Uttar Pradesh,252,128,124,63,139,50,Permanent
2024-08-22,Uttarakhand,657,335,321,164,361,131,Permanent
2024-08-22,West Bengal,417,204,212,104,229,83,Permanent
2024-08-22,Delhi,304,152,152,76,167,60,Permanent
2024-08-22,Jammu and Kashmir,572,290,281,143,314,114,Permanent
2024-08-23,Andhra Pradesh,620,308,312,155,341,124,Permanent
2024-08-23,Arunachal Pradesh,616,297,318,154,338,123,Permanent
2024-08-23,Assam,640,309,331,160,352,128,Temporary
2024-08-23,Bihar,601,294,307,150,330,120,Temporary
2024-08-23,Chhattisgarh,719,349,370,179,395,143,Permanent
2024-08-23,Goa,500,256,243,125,275,100,Permanent
2024-08-23,Gujarat,645,323,322,161,355,129,Permanent
2024-08-23,Haryana,374,185,188,93,205,74,Temporary
2024-08-23,Himachal Pradesh,243,123,120,60,134,48,Temporary
2024-08-23,Jharkhand,311,153,158,77,171,62,Permanent
2024-08-23,Karnataka,600,289,310,150,330,120,Temporary
2024-08-23,Kerala,597,307,290,149,328,119,Permanent
2024-08-23,Madhya Pradesh,610,299,310,152,335,122,Permanent
2024-08-23,Maharashtra,386,196,189,96,212,77,Temporary
2024-08-23,Manipur,346,168,178,86,190,69,Temporary
2024-08-23,Meghalaya,326,160,166,81,179,65,Temporary
2024-08-23,Mizoram,544,278,265,136,299,108,Permanent
2024-08-23,Nagaland,756,373,383,189,416,151,Temporary
2024-08-23,Odisha,586,294,291,146,322,117,Permanent
2024-08-23,Punjab,385,195,190,96,212,77,Permanent
2024-08-23,Rajasthan,326,160,166,81,179,65,Temporary
2024-08-23,Sikkim,489,252,236,122,268,97,Permanent
2024-08-23,Tamil Nadu,453,219,233,113,249,90,Temporary
2024-08-23,Telangana,712,346,365,178,391,142,Permanent
2024-08-23,Tripura,326,156,169,81,179,65,Permanent
2024-08-23,Uttar Pradesh,509,259,250,127,280,101,Permanent
2024-08-23,Uttarakhand,485,244,241,121,266,97,Temporary
2024-08-23,West Bengal,760,388,371,190,418,152,Permanent
2024-08-23,Delhi,566,288,278,141,311,113,Permanent
2024-08-23,Jammu and Kashmir,493,251,242,123,271,98,Permanent
2024-08-24,Andhra Pradesh,290,144,145,72,159,58,Temporary
2024-08-24,Arunachal Pradesh,431,222,208,107,237,86,Temporary
2024-08-24,Assam,431,211,220,107,237,86,Temporary
2024-08-24,Bihar,218,111,106,54,119,43,Permanent
2024-08-24,Chhattisgarh,257,131,126,64,141,51,Permanent
2024-08-24,Goa,391,189,201,97,215,78,Permanent
2024-08-24,Gujarat,421,205,216,105,232,84,Temporary
2024-08-24,Haryana,283,141,142,70,155,56,Permanent
2024-08-24,Himachal Pradesh,210,109,101,52,115,42,Permanent
2024-08-24,Jharkhand,317,159,158,79,174,63,Temporary
2024-08-24,Karnataka,293,143,150,73,161,58,Permanent
2024-08-24,Kerala,243,118,124,60,133,48,Permanent
2024-08-24,Madhya Pradesh,345,168,176,86,189,69,Temporary
2024-08-24,Maharashtra,308,148,159,77,169,61,Permanent
2024-08-24,Manipur,166,81,84,41,91,33,Temporary
2024-08-24,Meghalaya,299,151,148,74,164,59,Permanent
2024-08-24,Mizoram,274,134,139,68,150,54,Permanent
2024-08-24,Nagaland,239,116,123,59,131,47,Temporary
2024-08-24,Odisha,181,94,87,45,100,36,Permanent
2024-08-24,Punjab,391,190,201,97,215,78,Permanent
2024-08-24,Rajasthan,445,217,227,111,244,89,Permanent
2024-08-24,Sikkim,147,74,72,36,80,29,Temporary
2024-08-24,Tamil Nadu,374,187,187,93,206,74,Permanent
2024-08-24,Telangana,421,217,203,105,231,84,Permanent
2024-08-24,Tripura,371,181,189,92,204,74,Permanent
2024-08-24,Uttar Pradesh,448,231,217,112,246,89,Permanent
2024-08-24,Uttarakhand,356,181,174,89,195,71,Permanent
2024-08-24,West Bengal,239,116,123,59,131,47,Permanent
2024-08-24,Delhi,252,126,125,63,138,50,Temporary
2024-08-24,Jammu and Kashmir,389,199,189,97,213,77,Permanent
2024-08-25,Andhra Pradesh,159,79,79,39,87,31,Permanent
2024-08-25,Arunachal Pradesh,137,69,67,34,75,27,Temporary
2024-08-25,Assam,169,83,85,42,93,33,Permanent
2024-08-25,Bihar,348,172,175,87,191,69,Permanent
2024-08-25,Chhattisgarh,229,110,119,57,126,45,Permanent
2024-08-25,Goa,190,92,98,47,104,38,Permanent
2024-08-25,Gujarat,135,67,67,33,74,27,Temporary
2024-08-25,Haryana,167,87,80,41,92,33,Permanent
2024-08-25,Himachal Pradesh,261,133,128,65,144,52,Permanent
2024-08-25,Jharkhand,141,72,68,35,77,28,Temporary
2024-08-25,Karnataka,364,177,187,91,200,72,Permanent
2024-08-25,Kerala,186,93,93,46,102,37,Permanent
2024-08-25,Madhya Pradesh,210,108,102,52,115,42,Temporary
2024-08-25,Maharashtra,153,74,78,38,84,30,Temporary
2024-08-25,Manipur,265,137,128,66,146,53,Permanent
2024-08-25,Meghalaya,134,65,68,33,73,26,Temporary
2024-08-25,Mizoram,396,202,193,99,218,79,Temporary
2024-08-25,Nagaland,393,198,194,98,216,78,Permanent
2024-08-25,Odisha,472,241,231,118,259,94,Permanent
2024-08-25,Punjab,219,113,105,54,120,43,Permanent
2024-08-25,Rajasthan,435,218,217,108,239,87,Permanent
2024-08-25,Sikkim,278,144,134,69,153,55,Permanent
2024-08-25,Tamil Nadu,157,81,75,39,86,31,Permanent
2024-08-25,Telangana,377,186,190,94,207,75,Temporary
2024-08-25,Tripura,192,98,94,48,105,38,Permanent
2024-08-25,Uttar Pradesh,351,173,177,87,193,70,Permanent
2024-08-25,Uttarakhand,500,259,241,125,275,100,Permanent
2024-08-25,West Bengal,345,177,167,86,189,69,Permanent
2024-08-25,Delhi,350,171,179,87,192,70,Permanent
2024-08-25,Jammu and Kashmir,439,213,226,109,241,87,Temporary
2024-08-26,Andhra Pradesh,556,281,274,139,305,111,Temporary
2024-08-26,Arunachal Pradesh,354,181,173,88,195,70,Permanent
2024-08-26,Assam,250,128,122,62,137,50,Permanent
2024-08-26,Bihar,630,305,325,157,347,126,Permanent
2024-08-26,Chhattisgarh,682,353,329,170,375,136,Permanent
2024-08-26,Goa,227,114,112,56,125,45,Permanent
2024-08-26,Gujarat,623,305,317,155,342,124,Permanent
2024-08-26,Haryana,632,309,323,158,348,126,Temporary
2024-08-26,Himachal Pradesh,760,378,382,190,418,152,Permanent
2024-08-26,Jharkhand,539,261,277,134,296,107,Temporary
2024-08-26,Karnataka,645,320,324,161,355,129,Permanent
2024-08-26,Kerala,666,333,332,166,366,133,Permanent
2024-08-26,Madhya Pradesh,510,253,257,127,280,102,Permanent
2024-08-26,Maharashtra,324,160,163,81,178,64,Permanent
2024-08-26,Manipur,187,93,93,46,103,37,Permanent
2024-08-26,Meghalaya,581,289,292,145,319,116,Temporary
2024-08-26,Mizoram,304,153,150,76,167,60,Permanent
2024-08-26,Nagaland,469,233,235,117,258,93,Temporary
2024-08-26,Odisha,749,375,374,187,412,149,Permanent
2024-08-26,Punjab,650,324,325,162,357,130,Temporary
2024-08-26,Rajasthan,785,377,408,196,432,157,Permanent
2024-08-26,Sikkim,645,327,317,161,355,129,Permanent
2024-08-26,Tamil Nadu,749,361,387,187,411,149,Temporary
2024-08-26,Telangana,389,188,201,97,214,77,Permanent
2024-08-26,Tripura,486,241,244,121,267,97,Permanent
2024-08-26,Uttar Pradesh,728,363,365,182,400,145,Temporary
2024-08-26,Uttarakhand,441,216,224,110,242,88,Permanent
2024-08-26,West Bengal,630,319,311,157,346,126,Temporary
2024-08-26,Delhi,216,104,112,54,119,43,Temporary
2024-08-26,Jammu and Kashmir,278,134,143,69,153,55,Temporary
2024-08-27,Andhra Pradesh,769,369,399,192,423,153,Temporary
2024-08-27,Arunachal Pradesh,704,365,338,176,387,140,Permanent
2024-08-27,Assam,693,336,356,173,381,138,Temporary
2024-08-27,Bihar,288,144,143,72,158,57,Permanent
2024-08-27,Chhattisgarh,221,113,108,55,121,44,Permanent
2024-08-27,Goa,550,269,280,137,302,110,Temporary
2024-08-27,Gujarat,393,198,194,98,216,78,Permanent
2024-08-27,Haryana,239,118,121,59,131,47,Permanent
2024-08-27,Himachal Pradesh,588,302,286,147,323,117,Permanent
2024-08-27,Jharkhand,579,280,298,144,318,115,Temporary
2024-08-27,Karnataka,578,285,292,144,317,115,Permanent
2024-08-27,Kerala,668,336,332,167,367,133,Permanent
2024-08-27,Madhya Pradesh,209,107,101,52,115,41,Permanent
2024-08-27,Maharashtra,751,366,385,187,413,150,Permanent
2024-08-27,Manipur,505,253,252,126,278,101,Permanent
2024-08-27,Meghalaya,237,119,117,59,130,47,Permanent
2024-08-27,Mizoram,357,176,180,89,196,71,Permanent
2024-08-27,Nagaland,495,248,246,123,272,99,Temporary
2024-08-27,Odisha,500,246,253,125,275,100,Permanent
2024-08-27,Punjab,723,355,368,180,397,144,Temporary
2024-08-27,Rajasthan,581,292,288,145,319,116,Permanent
2024-08-27,Sikkim,619,301,318,154,340,123,Temporary
2024-08-27,Tamil Nadu,668,347,321,167,367,133,Permanent
2024-08-27,Telangana,751,372,379,187,413,150,Temporary
2024-08-27,Tripura,453,229,224,113,249,90,Permanent
2024-08-27,Uttar Pradesh,282,136,145,70,155,56,Permanent
2024-08-27,Uttarakhand,716,366,350,179,394,143,Temporary
2024-08-27,West Bengal,354,172,181,88,194,70,Temporary
2024-08-27,Delhi,626,321,305,156,344,125,Temporary
2024-08-27,Jammu and Kashmir,787,390,397,196,432,157,Permanent
2024-08-28,Andhra Pradesh,568,285,282,142,312,113,Permanent
2024-08-28,Arunachal Pradesh,686,335,350,171,377,137,Permanent
2024-08-28,Assam,528,263,264,132,290,105,Permanent
2024-08-28,Bihar,787,379,407,196,433,157,Temporary
2024-08-28,Chhattisgarh,411,200,210,102,226,82,Temporary
2024-08-28,Goa,368,189,179,92,202,73,Permanent
2024-08-28,Gujarat,503,243,259,125,276,100,Permanent
2024-08-28,Haryana,471,229,241,117,259,94,Temporary
2024-08-28,Himachal Pradesh,537,259,277,134,295,107,Temporary
2024-08-28,Jharkhand,706,340,365,176,388,141,Temporary
2024-08-28,Karnataka,255,125,129,63,140,51,Temporary
2024-08-28,Kerala,719,358,361,179,395,143,Permanent
2024-08-28,Madhya Pradesh,511,245,265,127,281,102,Permanent
2024-08-28,Maharashtra,636,321,315,159,350,127,Temporary
2024-08-28,Manipur,214,108,106,53,118,42,Permanent
2024-08-28,Meghalaya,221,107,114,55,122,44,Permanent
2024-08-28,Mizoram,533,262,271,133,293,106,Permanent
2024-08-28,Nagaland,401,204,196,100,220,80,Permanent
2024-08-28,Odisha,665,339,326,166,366,133,Permanent
2024-08-28,Punjab,693,357,336,173,381,138,Permanent
2024-08-28,Rajasthan,267,132,134,66,147,53,Permanent
2024-08-28,Sikkim,645,321,323,161,355,129,Permanent
2024-08-28,Tamil Nadu,235,117,117,58,129,47,Permanent
2024-08-28,Telangana,386,189,197,96,212,77,Permanent
2024-08-28,Tripura,273,135,138,68,150,54,Permanent
2024-08-28,Uttar Pradesh,776,396,379,194,426,155,Permanent
2024-08-28,Uttarakhand,452,218,234,113,249,90,Permanent
2024-08-28,West Bengal,745,366,378,186,410,149,Permanent
2024-08-28,Delhi,640,323,316,160,352,128,Permanent
2024-08-28,Jammu and Kashmir,221,108,113,55,121,44,Permanent
2024-08-29,Andhra Pradesh,735,356,378,183,404,147,Permanent
2024-08-29,Arunachal Pradesh,366,188,177,91,201,73,Permanent
2024-08-29,Assam,467,229,237,116,256,93,Permanent
2024-08-29,Bihar,469,227,241,117,258,93,Permanent
2024-08-29,Chhattisgarh,231,120,111,57,127,46,Permanent
2024-08-29,Goa,363,175,188,90,200,72,Permanent
2024-08-29,Gujarat,608,315,292,152,334,121,Permanent
2024-08-29,Haryana,558,289,268,139,307,111,Permanent
2024-08-29,Himachal Pradesh,291,146,144,72,160,58,Permanent
2024-08-29,Jharkhand,352,181,171,88,194,70,Permanent
2024-08-29,Karnataka,709,346,362,177,390,141,Permanent
2024-08-29,Kerala,419,204,214,104,230,83,Permanent
2024-08-29,Madhya Pradesh,665,321,344,166,366,133,Permanent
2024-08-29,Maharashtra,453,227,225,113,249,90,Temporary
2024-08-29,Manipur,641,310,330,160,352,128,Permanent
2024-08-29,Meghalaya,421,212,208,105,231,84,Permanent
2024-08-29,Mizoram,628,310,318,157,345,125,Permanent
2024-08-29,Nagaland,266,138,128,66,146,53,Temporary
2024-08-29,Odisha,625,322,302,156,343,125,Permanent
2024-08-29,Punjab,408,206,201,102,224,81,Permanent
2024-08-29,Rajasthan,240,122,117,60,132,48,Permanent
2024-08-29,Sikkim,605,314,291,151,333,121,Permanent
2024-08-29,Tamil Nadu,624,317,306,156,343,124,Temporary
2024-08-29,Telangana,542,279,263,135,298,108,Temporary
2024-08-29,Tripura,636,324,311,159,349,127,Permanent
2024-08-29,Uttar Pradesh,450,227,222,112,247,90,Permanent
2024-08-29,Uttarakhand,284,138,146,71,156,56,Temporary
2024-08-29,West Bengal,657,340,317,164,361,131,Permanent
2024-08-29,Delhi,522,267,254,130,287,104,Permanent
2024-08-29,Jammu and Kashmir,497,250,246,124,273,99,Permanent
2024-08-30,Andhra Pradesh,322,163,158,80,177,64,Permanent
2024-08-30,Arunachal Pradesh,716,351,365,179,394,143,Permanent
2024-08-30,Assam,589,286,302,147,324,117,Permanent
2024-08-30,Bihar,755,386,368,188,415,151,Permanent
2024-08-30,Chhattisgarh,655,323,331,163,360,131,Temporary
2024-08-30,Goa,616,317,299,154,339,123,Temporary
2024-08-30,Gujarat,525,265,259,131,289,105,Temporary
2024-08-30,Haryana,560,268,291,140,308,112,Temporary
2024-08-30,Himachal Pradesh,631,324,306,157,347,126,Permanent
2024-08-30,Jharkhand,453,230,223,113,249,90,Permanent
2024-08-30,Karnataka,240,123,117,60,132,48,Temporary
2024-08-30,Kerala,545,268,277,136,300,109,Permanent
2024-08-30,Madhya Pradesh,554,285,269,138,304,110,Temporary
2024-08-30,Maharashtra,528,272,255,132,290,105,Permanent
2024-08-30,Manipur,631,321,309,157,347,126,Permanent
2024-08-30,Meghalaya,530,260,269,132,291,106,Permanent
2024-08-30,Mizoram,657,338,318,164,361,131,Temporary
2024-08-30,Nagaland,320,159,160,80,176,64,Permanent
2024-08-30,Odisha,718,369,348,179,394,143,Permanent
2024-08-30,Punjab,316,153,163,79,174,63,Permanent
2024-08-30,Rajasthan,527,265,261,131,290,105,Permanent
2024-08-30,Sikkim,231,118,112,57,127,46,Permanent
2024-08-30,Tamil Nadu,449,230,219,112,247,89,Permanent
2024-08-30,Telangana,331,163,168,82,182,66,Permanent
2024-08-30,Tripura,375,194,181,93,206,75,Permanent
2024-08-30,Uttar Pradesh,324,167,157,81,178,64,Permanent
2024-08-30,Uttarakhand,685,340,345,171,377,137,Permanent
2024-08-30,West Bengal,652,336,316,163,359,130,Permanent
2024-08-30,Delhi,699,336,363,174,384,139,Temporary
2024-08-30,Jammu and Kashmir,768,392,375,192,422,153,Permanent
2024-08-31,Andhra Pradesh,133,65,67,33,73,26,Temporary
2024-08-31,Arunachal Pradesh,484,235,249,121,266,96,Temporary
2024-08-31,Assam,401,207,194,100,221,80,Temporary
2024-08-31,Bihar,448,230,217,112,246,89,Permanent
2024-08-31,Chhattisgarh,291,149,142,72,160,58,Temporary
2024-08-31,Goa,273,135,138,68,150,54,Permanent
2024-08-31,Gujarat,296,148,147,74,162,59,Permanent
2024-08-31,Haryana,357,183,174,89,196,71,Temporary
2024-08-31,Himachal Pradesh,358,183,175,89,197,71,Temporary
2024-08-31,Jharkhand,308,155,153,77,169,61,Permanent
2024-08-31,Karnataka,467,227,239,116,257,93,Temporary
2024-08-31,Kerala,339,175,163,84,186,67,Permanent
2024-08-31,Madhya Pradesh,401,206,194,100,220,80,Temporary
2024-08-31,Maharashtra,138,70,68,34,76,27,Permanent
2024-08-31,Manipur,265,137,128,66,146,53,Temporary
2024-08-31,Meghalaya,240,123,116,60,132,48,Permanent
2024-08-31,Mizoram,358,182,176,89,197,71,Temporary
2024-08-31,Nagaland,304,146,158,76,167,60,Temporary
